ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Brands,Meta: _wp_page_template,Meta: anarkali_loop_product_slider_speed,Meta: anarkali_showcase_type,Meta: anarkali_showcase_bg_type,Meta: anarkali_showcase_custom_bgcolor,Meta: anarkali_showcase_custom_textcolor,Meta: anarkali_badge_color,Meta: anarkali_product_extra_fatures,Meta: anarkali_custom_badge,Meta: anarkali_product_size_guide,Meta: anarkali_countdown_date,Meta: anarkali_countdown_text,Meta: anarkali_product_video_type,Meta: anarkali_product_video_source_type,Meta: anarkali_product_popup_video,Meta: anarkali_product_iframe_video,Meta: anarkali_product_video_preview,Meta: anarkali_product_video_on_shop,Meta: anarkali_tabs_title,Meta: anarkali_tabs_content,Meta: anarkali_product_header_type,Meta: anarkali_product_header_bgcolor,Meta: anarkali_product_header_menuitem_color,Meta: anarkali_product_header_menuitem_hvrcolor,Meta: anarkali_product_header_svgicon_color,Meta: anarkali_product_header_counter_bgcolor,Meta: anarkali_product_header_counter_color,Meta: anarkali_product_sticky_header_bgcolor,Meta: anarkali_product_sticky_header_menuitem_color,Meta: anarkali_product_sticky_header_menuitem_hvrcolor,Meta: anarkali_product_sticky_header_svgicon_color,Meta: anarkali_product_sticky_header_counter_bgcolor,Meta: anarkali_product_sticky_header_counter_color,Meta: _product_360_image_gallery
,simple,ABS-ART11,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img922/7479/0y5iZo.png, https://imagizer.imageshack.com/img923/6462/Df0n7e.png, https://imagizer.imageshack.com/img922/3934/Q5J3Hu.png, https://imagizer.imageshack.com/img924/3933/Yxs7xq.png, https://imagizer.imageshack.com/img924/5772/dOXnw3.png, https://imagizer.imageshack.com/img922/7918/yXy1ZB.jpg ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART12,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img922/6859/RmbHdn.png https://imagizer.imageshack.com/img924/8145/CRJqfB.png, https://imagizer.imageshack.com/img922/8484/lrYHI1.png, https://imagizer.imageshack.com/img924/7411/t0zfuS.png, https://imagizer.imageshack.com/img924/6536/v1GSV0.jpg, https://imagizer.imageshack.com/img924/8682/drMpLS.jpg ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART13,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img924/2273/XAmvdZ.png, https://imagizer.imageshack.com/img923/3222/sQW1Tr.png, https://imagizer.imageshack.com/img922/3837/VvS67x.png, https://imagizer.imageshack.com/img922/8438/1159Ed.jpg, https://imagizer.imageshack.com/img922/1429/DItV4E.jpg, https://imagizer.imageshack.com/img922/200/v2cdbv.png ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART14,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img923/4471/braD4a.jpg https://imagizer.imageshack.com/img922/5623/b759r7.png, https://imagizer.imageshack.com/img924/6117/wn9omF.jpg https://imagizer.imageshack.com/img923/9104/6zvJqV.png, https://imagizer.imageshack.com/img924/7609/IrM9Gf.jpg https://imagizer.imageshack.com/img923/26/7d7tcC.png ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART15,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img924/1992/cXzQWE.png, https://imagizer.imageshack.com/img923/7541/2Y53rR.jpg, https://imagizer.imageshack.com/img922/7482/oCyNEQ.png, https://imagizer.imageshack.com/img923/267/DtORCV.jpg, https://imagizer.imageshack.com/img922/1029/MJ7N3u.png, https://imagizer.imageshack.com/img922/5411/JT8ZGO.jpg ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART16,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img924/9934/oFqrPT.jpg, https://imagizer.imageshack.com/img922/830/3GEppL.jpg, https://imagizer.imageshack.com/img923/2974/xW38qh.png, https://imagizer.imageshack.com/img924/4158/cOYtfk.jpg, https://imagizer.imageshack.com/img924/5082/ZnnydW.png, https://imagizer.imageshack.com/img922/2500/MqUz2h.jpg, https://imagizer.imageshack.com/img923/7563/IgBnK9.png, https://imagizer.imageshack.com/img924/8341/6bGnlK.png, https://imagizer.imageshack.com/img924/4994/oIQhfe.jpg, https://imagizer.imageshack.com/img924/4556/QXKwyT.png, https://imagizer.imageshack.com/img923/6343/1ey1J9.png, https://imagizer.imageshack.com/img923/6263/wyAsfR.jpg ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART17,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img924/2342/SLQWBQ.png, https://imagizer.imageshack.com/img924/8651/zZdylL.jpg, https://imagizer.imageshack.com/img922/1934/9ZMy98.jpg, https://imagizer.imageshack.com/img924/5009/UP16rU.png, https://imagizer.imageshack.com/img924/5500/CmaWwE.png, https://imagizer.imageshack.com/img923/3074/RkTCyw.jpg ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART18,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img922/7995/t0lOgl.png, https://imagizer.imageshack.com/img924/377/cKudNR.jpg, https://imagizer.imageshack.com/img923/264/9NbQoM.png, https://imagizer.imageshack.com/img923/1746/3rB0Op.jpg, https://imagizer.imageshack.com/img923/1210/8FoAzY.png, https://imagizer.imageshack.com/img924/4435/hVqYNX.jpg ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART19,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img924/3206/2V34nJ.jpg, https://imagizer.imageshack.com/img922/6829/FbszF5.png, https://imagizer.imageshack.com/img922/1605/50aiP5.jpg, https://imagizer.imageshack.com/img922/6995/XhjDDN.png, https://imagizer.imageshack.com/img923/756/lZxNpl.jpg, https://imagizer.imageshack.com/img922/4541/qLyNpT.png ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART20,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img923/2151/456628.png, https://imagizer.imageshack.com/img924/33/n5pKdZ.jpg, https://imagizer.imageshack.com/img924/6108/nNlDai.png, https://imagizer.imageshack.com/img924/9200/1xKuZG.png, https://imagizer.imageshack.com/img923/8614/3aadF6.jpg, https://imagizer.imageshack.com/img924/6142/YTzchP.jpg ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART21,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img923/73/Y20SjV.jpg, https://imagizer.imageshack.com/img923/9522/LBzq6V.jpg, https://imagizer.imageshack.com/img924/4097/DORnKk.jpg, https://imagizer.imageshack.com/img924/1594/AV23oP.jpg, https://imagizer.imageshack.com/img922/8360/3fPuwB.png, https://imagizer.imageshack.com/img922/1349/nVKL1V.png ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART22,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img923/1513/iDIhWk.png, https://imagizer.imageshack.com/img922/1672/Zcoql6.png, https://imagizer.imageshack.com/img924/5710/R65OgL.png, https://imagizer.imageshack.com/img922/3286/DSppM1.jpg, https://imagizer.imageshack.com/img924/2858/eFnb1h.jpg, https://imagizer.imageshack.com/img924/2203/kb3zIq.jpg ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART23,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img923/1124/AVcg4J.png, https://imagizer.imageshack.com/img923/5550/zJOK81.png, https://imagizer.imageshack.com/img923/4236/vjXKja.png, https://imagizer.imageshack.com/img924/7665/AUm5Ol.png, https://imagizer.imageshack.com/img924/1818/biWoAQ.jpg, https://imagizer.imageshack.com/img924/2629/Jdm1MW.jpg ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,ABS-ART24,,Wall Painting,1,0,visible,Elegant and versatile wall painting that enhances any space and complements all decor styles.,"Transform any space with this exquisite wall painting, designed to add elegance, color, and personality to your home or office. Crafted with attention to detail, it complements a variety of decor styles, from modern to classic. Perfect for enhancing living rooms, bedrooms, workspaces, or as a thoughtful gift, this wall art brings inspiration and beauty to every wall.",,,taxable,,1,100,,0,0,,,,,1,,1149,4399,WALL PAINTING,,,"https://imagizer.imageshack.com/img924/5988/pUeNUf.png, https://imagizer.imageshack.com/img923/7410/vIPsmO.png, https://imagizer.imageshack.com/img922/9510/cRBoB1.png, https://imagizer.imageshack.com/img923/6023/2V12ET.png, https://imagizer.imageshack.com/img923/6852/HtColH.jpg, https://imagizer.imageshack.com/img922/6008/jkgIB8.png ",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
