ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Brands,Meta: _eael_post_view_count,Meta: _wp_page_template,Meta: anarkali_loop_product_slider_speed,Meta: anarkali_showcase_type,Meta: anarkali_showcase_bg_type,Meta: anarkali_showcase_custom_bgcolor,Meta: anarkali_showcase_custom_textcolor,Meta: anarkali_badge_color,Meta: anarkali_product_extra_fatures,Meta: anarkali_custom_badge,Meta: anarkali_product_size_guide,Meta: anarkali_countdown_date,Meta: anarkali_countdown_text,Meta: anarkali_product_video_type,Meta: anarkali_product_video_source_type,Meta: anarkali_product_popup_video,Meta: anarkali_product_iframe_video,Meta: anarkali_product_video_preview,Meta: anarkali_product_video_on_shop,Meta: anarkali_tabs_title,Meta: anarkali_tabs_content,Meta: anarkali_product_header_type,Meta: anarkali_product_header_bgcolor,Meta: anarkali_product_header_menuitem_color,Meta: anarkali_product_header_menuitem_hvrcolor,Meta: anarkali_product_header_svgicon_color,Meta: anarkali_product_header_counter_bgcolor,Meta: anarkali_product_header_counter_color,Meta: anarkali_product_sticky_header_bgcolor,Meta: anarkali_product_sticky_header_menuitem_color,Meta: anarkali_product_sticky_header_menuitem_hvrcolor,Meta: anarkali_product_sticky_header_svgicon_color,Meta: anarkali_product_sticky_header_counter_bgcolor,Meta: anarkali_product_sticky_header_counter_color,Meta: _product_360_image_gallery
,simple,GG-458,,Modern Abstract Printed Linen Saree in Grey and Teal with Geometric and Artistic Patterns,1,0,visible,"This stylish linen saree features a unique abstract print with a mix of geometric blocks and artistic line art in shades of grey, teal, and charcoal. Its modern design makes it a fashionable and comfortable choice for any contemporary look.","Make a sophisticated statement with this Modern Abstract Printed Linen Saree. Crafted from a lightweight and breathable linen fabric, this saree is the perfect blend of comfort and cutting-edge style. The design features a bold, abstract print with large, overlapping blocks of color in a refined palette of grey, charcoal, deep teal, and hints of light blue. This geometric pattern is seamlessly integrated with delicate, artistic line drawings of flowers and circular motifs on the pallu, creating a dynamic and visually interesting contrast.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/5118/q6RWCZ.jpg, https://imagizer.imageshack.com/img922/1685/IwACrk.jpg, https://imagizer.imageshack.com/img922/8500/aSKDd0.jpg, https://imagizer.imageshack.com/img924/1309/ybOb0D.jpg, https://imagizer.imageshack.com/img924/6460/vN70N9.jpg, https://imagizer.imageshack.com/img922/4385/0EDvH6.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-459,,Stylish Olive Green and Teal Linen Saree with Geometric and Floral Prints,1,0,visible,"This unique linen saree features a stylish olive green body with a geometric print, beautifully contrasted by a teal pallu with a delicate white floral design. It's a modern and elegant choice for a sophisticated look.","Make a striking style statement with this exquisite Olive Green and Teal Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/7441/hHa7zt.jpg, https://imagizer.imageshack.com/img922/2465/L33K6u.jpg, https://imagizer.imageshack.com/img923/1204/i8NkBh.jpg, https://imagizer.imageshack.com/img924/9935/mx1cfF.jpg, https://imagizer.imageshack.com/img924/3050/NQ6IUx.jpg, https://imagizer.imageshack.com/img924/6329/yv8KU2.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-460,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/4281/QqrqgK.jpg, https://imagizer.imageshack.com/img922/3503/dUSB7P.jpg, https://imagizer.imageshack.com/img923/7861/Z3YfVB.jpg, https://imagizer.imageshack.com/img923/4426/sCGKbq.jpg, https://imagizer.imageshack.com/img922/6840/gIvKLz.jpg, https://imagizer.imageshack.com/img924/161/NAhlrG.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-461,,Elegant Olive Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/1941/AELPdZ.jpg, https://imagizer.imageshack.com/img923/576/SNHzba.jpg, https://imagizer.imageshack.com/img922/2918/iNNegG.jpg, https://imagizer.imageshack.com/img923/9404/OigN4N.jpg, https://imagizer.imageshack.com/img924/4429/pXqjZJ.jpg, https://imagizer.imageshack.com/img922/5669/XjrH2b.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-462,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/8199/9DtVDJ.jpg, https://imagizer.imageshack.com/img924/730/wZJ3BB.jpg, https://imagizer.imageshack.com/img923/5542/NZIdTF.jpg, https://imagizer.imageshack.com/img924/8341/nXe3Kc.jpg, https://imagizer.imageshack.com/img924/5771/tlyhpq.jpg, https://imagizer.imageshack.com/img922/8861/AZVSPy.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-463,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/4420/Fy7teB.jpg, https://imagizer.imageshack.com/img923/2086/DEwWvt.jpg, https://imagizer.imageshack.com/img924/6396/wIeldr.jpg, https://imagizer.imageshack.com/img924/6339/nhZXU1.jpg, https://imagizer.imageshack.com/img922/3411/ILfmq2.jpg, https://imagizer.imageshack.com/img922/2673/naoqTP.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-464,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/3365/tDlrAb.jpg, https://imagizer.imageshack.com/img922/9281/31KvXm.jpg, https://imagizer.imageshack.com/img924/4576/A7nmgF.jpg, https://imagizer.imageshack.com/img924/7554/BW4SzJ.jpg, https://imagizer.imageshack.com/img922/6109/5Yozwu.jpg, https://imagizer.imageshack.com/img923/2740/g9yJIQ.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-465,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/6272/XJvlIH.jpg, https://imagizer.imageshack.com/img922/668/LvGz9A.jpg, https://imagizer.imageshack.com/img922/228/uBxWFg.jpg, https://imagizer.imageshack.com/img922/859/A4fhEr.jpg, https://imagizer.imageshack.com/img924/9168/MndBma.jpg, https://imagizer.imageshack.com/img923/7576/FU5EAC.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-466,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/8544/qEQcFS.jpg, https://imagizer.imageshack.com/img924/9751/lOhwSg.jpg, https://imagizer.imageshack.com/img922/591/35upud.jpg, https://imagizer.imageshack.com/img922/6169/QOClSM.jpg, https://imagizer.imageshack.com/img923/4732/SGW9kw.jpg, https://imagizer.imageshack.com/img922/3166/hjdFIf.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-467,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/4403/K4IlMF.jpg, https://imagizer.imageshack.com/img922/9373/F2DFnh.jpg, https://imagizer.imageshack.com/img922/6029/0I77ed.jpg, https://imagizer.imageshack.com/img924/6504/qn26XK.jpg, https://imagizer.imageshack.com/img923/624/aNHnfE.jpg, https://imagizer.imageshack.com/img922/9789/V1DZ5a.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-468,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/3195/OkFXaF.jpg, https://imagizer.imageshack.com/img922/9744/KkTMYQ.jpg, https://imagizer.imageshack.com/img923/5373/SAmDd0.jpg, https://imagizer.imageshack.com/img923/7969/ygdfiX.jpg, https://imagizer.imageshack.com/img924/6607/A2Wmxw.jpg, https://imagizer.imageshack.com/img923/1046/e7A3uC.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-469,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/5569/IxWWWA.jpg, https://imagizer.imageshack.com/img923/355/PKAbFE.jpg, https://imagizer.imageshack.com/img924/265/MVR1aF.jpg, https://imagizer.imageshack.com/img923/1149/GCc4bF.jpg, https://imagizer.imageshack.com/img924/6480/oYBh4r.jpg, https://imagizer.imageshack.com/img922/8452/svxi0L.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-470,,Elegant Teal Green and Mauve Pink Linen Saree with Geometric and Floral Prints,1,0,visible,This stylish linen saree combines a teal green body with intricate geometric patterns with a contrasting mauve pink pallu featuring a delicate white floral print. It's a modern and elegant choice for a sophisticated look.,"Make a striking style statement with this exquisite Teal Green and Mauve Pink Linen Saree, a perfect fusion of traditional motifs and contemporary design. Crafted from a high-quality, lightweight linen fabric, this saree provides a comfortable drape and a chic, earthy aesthetic.",,,taxable,,1,100,,0,0,,,,,1,,1150,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/2298/9cvp2a.jpg, https://imagizer.imageshack.com/img922/7513/VQLAoq.jpg, https://imagizer.imageshack.com/img922/4316/EfTCxG.jpg, https://imagizer.imageshack.com/img922/6563/ivxzH6.jpg, https://imagizer.imageshack.com/img923/8773/0Zahjo.jpg, https://imagizer.imageshack.com/img924/9098/mFstcd.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
